instruction,category
Give me a bulleted list of the last 5 Super Bowl winning teams,brainstorming
Explain how a mechanical watch works,brainstorming
"Classify these objects based on their shape.
wheel, coin, CD, stamp, chess board",classification
Why are all the planets and moons round in shape? What makes them round? Does there exist another shape?,general_qa
what are the advantages of having a vegetable garden at home on the owners health?,general_qa
"Can you tell me recipe to make a quick dessert , tell me one which is your favorite.",general_qa
The album the ways to love a man by Tammy Wynette,summarization
Where to visit in Brazil?,open_qa
which are rainbow colours violet red orange purple indigo pink blue black white yellow  green grey,classification
What are some of the most common activities during winter in cold weather climates?,general_qa
Who is Cindy Robinson?,summarization
Does Palmeiras have a Fifa club world cup?,brainstorming
"Given a reference text about Gennady Petrovich Lyachin, tell me when he joined the navy and when he was decommissioned.",closed_qa
How many cats did Freddie Mercury have?,open_qa
Walter Koenig played which part in the Star Trek series,open_qa
Write critical success factors for a proposal to a company called ABC for an Enterprise Application Integration (EAI) effort,creative_writing
Extract the reason why was Mark Hunt known as the King of Walk Offs,information_extraction
Monitor and Merrimac refer to what in the passage?,summarization
Could you write a poem about a standing desk?,general_qa
"Classify each of the following as either titles by J.K. Rowling or Suzanne Collins: Harry Potter and the Sorcerer's Stone, The Ickabog, Fantastic Beasts and Where to Find Them, The Cuckoo's Calling, Harry Potter and the Order of the Phoenix, Catching Fire, Mockingjay, Gregor the Overlander, Year of the Jungle, The Ballad of Songbirds and Snakes",classification
What is the largest city in Washington state?,open_qa
"Tell me which months have 30 days and which have 31 days, based on this list: January, February, March, April, May, June, July, August, September, October, November, and December.",classification
List down important points about prisoners and events from the given passage,summarization
What is the largest or biggest land animal?,open_qa
What is the current reigning dynasty of Thailand?,open_qa
What criteria should I be looking at when buying a new motorcycle?,brainstorming
What are the ten best restaurants in London?,brainstorming
"Is it a gas, liquid, or solid",classification
Are plastic bags and containers bad for the environment?,creative_writing
"What are five totally distinct, creative ways to describe the usefulness of an idle mind?",brainstorming
What is an actuary?,open_qa
"Tell me wether these are cities, or states? IL, chicago, Texas, Fremont, Washington, Washington DC, san jose, bay area",classification
"Identify which instrument is string or percussion: Sabar, Sharud",classification
What is the fastest car?,open_qa
When is India's independence day?,open_qa
Who won the 63rd staging of the Limerick Senior Hurling Championship?,summarization
Give me a list of 10 different SciFi movies and which year they were released,brainstorming
When did Hungary gain its independence?,open_qa
Why do people enjoy surfing,open_qa
What is the English Premier League?,general_qa
Who is the 'sole Survivor' on the TV Show Survivor?,closed_qa
Why do companies play dividends?,open_qa
Which major league baseball season is considered Sid Gordon's breakout year?,summarization
"Classify the cities based on whether they are located in Eritrea or Gabon.
Keren, Franceville, Asmara, Port-Gentil, Assab, Libreville",classification
What is Depreciation,open_qa
"Give me a list of the last five ""Best New Artist"" Grammy winners.",brainstorming
"In a bingo game, which number is represented by the phrase “two little ducks”?",open_qa
What is knitting?,general_qa
Please summarize the timeline of the Chinese Exclusion Act.,summarization
What are some foods to cook to celebrate St. Patrick's Day?,brainstorming
Which is longest road or highway or motorway in the world,closed_qa
What is Jenkins?,open_qa
What are common swimming strokes?,brainstorming
Give me a bullet list of some popular dashboard and visualisation tools,brainstorming
What do you think about the existence of alien lifeform?,general_qa
"Was the Pixie Lott song ""Mama Do"" ever the #1 single?",summarization
What language is HP GL,summarization
"Classify each of the following animals as being domesticated or wild: dog, bear, dolphin, cat, cow, hippo, rhino",classification
How do I optimize my Kafka consumption in Spark for low latency?,general_qa
Tell me about the football career of Adao,summarization
How can I learn to snowboard?,general_qa
Write a brief passage arguing for mandating Electric Vehicles (EVs) over gas combustion vehicles in the United States.,creative_writing
"From the passage provided, extract the low end in Celsius of the optimal coffee extraction temperature range.",information_extraction
"Tell me if these drinks are alcoholic or not: Coca-Cola, Mountain Dew, Budweiser, Rum, Vodka, Tomato Juice, Orange Juice, Sprite, Tequila, Margarita",classification
"Given this paragraph about WWII, how many fatalities happened?",closed_qa
How to play a forehead in tennis,general_qa
"Which of the companies in this list are social media platforms: Twitter, Amazon, Instagram, Square, Venmo, Tiktok, Apple.",classification
what is the current location of Voyager 1 spacecraft in the cosmos?,general_qa
Give me 5 ways to use a ripe avocado,brainstorming
"List the ten episode titles from the sixth season of ""Game of Thrones"" in broadcast order.",open_qa
What is the largest airline in the world ?,closed_qa
Name 5 popular musicians,brainstorming
"From this summary, list three ways in which artificial intelligence systems show behavior misaligned human values, covered by Brian Christian in the three sections of his book ""The Alignment Problem""?",summarization
How big is the universe?,general_qa
Is it a good idea to have a protein shake after a gym workout? How do I make one?,general_qa
To which countries have The Netherlands borders with.,summarization
What are some plastic use reduction ideas,brainstorming
What is guitar amp modeling?,open_qa
"Classify each of the following as ""heavy"" or ""light"": elephant, feather, hippo, paper, whale",classification
Where should I live in Indiana?,creative_writing
Who was Cleopatra's first husband,open_qa
What is the difference between a bass guitar and a normal guitar?`,open_qa
How is data engineering different from data science?,open_qa
Who was Paramahansa Yogananda?,information_extraction
"Based on the text below, please summarise in a few lines",summarization
